mapName,scenFile,agentNum,seed,shieldType,lacamLookahead,modelPath,useGPU,maxSteps,success,total_cost_true,total_cost_not_resting_at_goal,num_agents_at_goal,runtime,create_nn_data,forward_pass,cs-time
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,45198,43593,200,10.932669878005981,1.2672381401062012,8.341736555099487,0.7815277576446533
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,71186,66045,300,12.579774379730225,2.096079111099243,8.629096269607544,1.1971750259399414
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,95375,88700,400,17.770873069763184,5.623220443725586,9.403013944625854,1.881377935409546
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,120771,112303,500,22.426323413848877,8.674089670181274,9.48934817314148,2.320350170135498
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,149553,135791,600,27.619872331619263,11.817058086395264,10.158541679382324,2.993948459625244
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,176743,158729,700,37.12621808052063,16.500758171081543,10.914999723434448,3.68841290473938
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,202455,180235,800,43.99774241447449,21.147201776504517,11.90322732925415,4.590931177139282
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,236318,205151,900,58.60138297080994,29.644627571105957,13.31644606590271,5.78004264831543
Berlin_1_256,data/scen-random/Berlin_1_256-random-10.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,262058,226452,1000,67.390065908432,34.837278604507446,13.537299633026123,6.203981876373291
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,20378,20244,100,9.257950067520142,0.5042738914489746,7.9245898723602295,0.3827025890350342
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,43208,41716,200,10.807347774505615,1.2473554611206055,8.252511024475098,0.7706782817840576
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,66920,63160,300,12.810004711151123,2.081752061843872,8.825752973556519,1.236236572265625
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,91114,84438,400,17.11939239501953,5.433901786804199,9.075182914733887,1.7796473503112793
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,119440,108932,500,21.513506174087524,8.283539533615112,9.147022247314453,2.2428133487701416
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,145698,131656,600,26.378920316696167,11.204333543777466,9.602795124053955,2.854978322982788
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,176523,156993,700,37.31434416770935,16.461732149124146,11.205594301223755,3.743919610977173
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,202195,177490,800,39.10286092758179,18.890061140060425,10.511342525482178,3.95613694190979
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,231167,203763,900,49.793378591537476,24.805249214172363,11.44722318649292,4.897401809692383
Berlin_1_256,data/scen-random/Berlin_1_256-random-11.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,267859,229340,1000,63.13471698760986,32.82504439353943,12.37362790107727,5.909893989562988
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,22431,22277,100,10.524834632873535,0.5821034908294678,8.98550534248352,0.4447329044342041
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,43402,42562,200,11.561492919921875,1.3394904136657715,8.802584409713745,0.8412740230560303
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,69110,64500,300,14.562246084213257,2.3843157291412354,10.0310959815979,1.38844895362854
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,93488,86342,400,17.36070418357849,5.498353719711304,9.170764207839966,1.852464199066162
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,118291,109101,500,21.7142550945282,8.15969443321228,9.283447504043579,2.3157455921173096
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,145100,131022,600,25.079657316207886,10.656764030456543,9.158542156219482,2.7085490226745605
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,174802,153741,700,30.81584930419922,13.604907751083374,9.18863844871521,3.066899538040161
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,200006,176654,800,35.751187562942505,17.233259677886963,9.637360572814941,3.6367461681365967
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,229484,199777,900,40.80440878868103,20.432372570037842,9.478791236877441,4.008146524429321
Berlin_1_256,data/scen-random/Berlin_1_256-random-12.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,261466,224467,1000,56.633948802948,29.665704011917114,11.111417770385742,5.149825572967529
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,21089,20737,100,9.626326322555542,0.5363056659698486,8.211261987686157,0.4057729244232178
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,43572,42068,200,11.952620506286621,1.3630321025848389,9.141770601272583,0.8547141551971436
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,66779,63200,300,13.36679720878601,2.192142963409424,9.216784954071045,1.259080171585083
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,90793,84439,400,17.726736783981323,5.741935729980469,9.30955982208252,1.8314671516418457
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,115536,106358,500,21.316466569900513,8.20807409286499,9.061680316925049,2.2266781330108643
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,144657,131093,600,28.309226512908936,11.967109680175781,10.460296154022217,3.060274600982666
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,175615,155181,700,34.34739875793457,15.139886140823364,10.366205215454102,3.4333839416503906
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,197699,175801,800,36.4659481048584,17.633591890335083,9.845085859298706,3.701138973236084
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,226456,198525,900,43.37679171562195,21.744951009750366,9.937554359436035,4.266856908798218
Berlin_1_256,data/scen-random/Berlin_1_256-random-13.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,257656,221644,1000,60.43381953239441,31.44245481491089,12.026582479476929,5.563375473022461
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,22295,21911,100,8.881421327590942,0.49721217155456543,7.578601360321045,0.37127685546875
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,44014,42964,200,11.924377918243408,1.3652923107147217,9.092882871627808,0.8742387294769287
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,69240,64508,300,13.31733226776123,2.190863609313965,9.169429302215576,1.260277271270752
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,92135,86482,400,17.45633840560913,5.595975637435913,9.216552972793579,1.7999804019927979
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,117202,107135,500,22.30402112007141,8.802506685256958,9.437854290008545,2.301518678665161
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,142685,129620,600,25.062464237213135,10.869307518005371,9.167733669281006,2.6473336219787598
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,167982,150224,700,31.62908935546875,14.04237151145935,9.48706603050232,3.15547513961792
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,197062,174420,800,35.49301052093506,17.02409029006958,9.604895830154419,3.608055591583252
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,231284,200746,900,42.84630346298218,21.56155014038086,9.880753517150879,4.170512437820435
Berlin_1_256,data/scen-random/Berlin_1_256-random-14.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,262529,224786,1000,53.933881759643555,27.96841835975647,10.424914836883545,5.003549575805664
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,23008,22702,100,9.873298168182373,0.544227123260498,8.438440561294556,0.4100499153137207
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,45946,43690,200,11.57889175415039,1.344848871231079,8.812357425689697,0.8455121517181396
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,68588,64139,300,12.9035325050354,2.0711147785186768,8.922483682632446,1.241621971130371
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,94141,87007,400,16.79351305961609,5.433227300643921,8.86369776725769,1.6955950260162354
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,116818,107414,500,21.759711980819702,8.625244140625,9.077117681503296,2.1878573894500732
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,143224,130765,600,25.68297529220581,10.950811386108398,9.383144855499268,2.7633132934570312
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,171279,155057,700,34.19278693199158,15.328831195831299,10.06523060798645,3.4078714847564697
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,201973,178267,800,40.83485460281372,19.628260374069214,11.163665056228638,4.157365322113037
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,235006,206302,900,53.0405375957489,26.644315481185913,12.115823745727539,5.1807332038879395
Berlin_1_256,data/scen-random/Berlin_1_256-random-15.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,269992,232882,1000,61.399654150009155,31.960009336471558,12.06679916381836,5.573622941970825
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,20579,20071,100,8.692542552947998,0.47408246994018555,7.44277024269104,0.3564732074737549
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,42945,41171,200,12.497489213943481,1.4422578811645508,9.529016733169556,0.9049842357635498
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,68699,63959,300,14.2383553981781,2.3609488010406494,9.782316207885742,1.3494517803192139
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,90861,84037,400,18.556978702545166,5.997023820877075,9.763503551483154,1.905179738998413
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,113961,103793,500,23.215397834777832,9.131886720657349,9.79570722579956,2.41322922706604
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,140502,128011,600,27.700244188308716,11.961191892623901,9.958975553512573,2.958052158355713
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,171412,151598,700,39.008517265319824,17.467958211898804,11.518376111984253,3.826139450073242
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,197540,173900,800,38.984835386276245,18.89195728302002,10.369020938873291,3.9498727321624756
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,233761,200229,900,53.548224210739136,26.830460786819458,12.282430648803711,5.243634223937988
Berlin_1_256,data/scen-random/Berlin_1_256-random-16.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,258438,221756,1000,54.95420002937317,28.40263819694519,10.830771684646606,5.070117950439453
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,21594,21456,100,9.26376485824585,0.5077619552612305,7.921716690063477,0.3841288089752197
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,43124,42069,200,10.570219278335571,1.222959280014038,8.067466259002686,0.754040002822876
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,68416,64361,300,12.50897741317749,2.0407471656799316,8.6100754737854,1.2060317993164062
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,94270,87742,400,16.796613454818726,5.481222152709961,8.765204191207886,1.7449324131011963
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,118800,109863,500,20.979657649993896,8.118170738220215,8.961562395095825,2.1865830421447754
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,149015,135718,600,25.180485248565674,10.734578609466553,9.20576024055481,2.684272289276123
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,179588,161019,700,33.236913204193115,14.866240739822388,9.725424528121948,3.2713470458984375
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,210233,187871,800,41.49031972885132,20.052150011062622,11.027995347976685,4.22392201423645
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,240482,211698,900,50.507476568222046,25.449907302856445,11.654765367507935,4.952693700790405
Berlin_1_256,data/scen-random/Berlin_1_256-random-17.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,272316,236508,1000,64.47645616531372,33.597877502441406,12.332537174224854,5.962782621383667
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,23182,22635,100,10.499545335769653,0.5874121189117432,8.956657886505127,0.4446287155151367
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,45252,42999,200,12.19883418083191,1.3939731121063232,9.32480001449585,0.8719503879547119
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,70075,65270,300,13.644282102584839,2.230320692062378,9.425776243209839,1.2838032245635986
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,93664,86241,400,17.510915517807007,5.73305082321167,9.1033935546875,1.8282499313354492
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,115868,106718,500,22.34545922279358,8.830658197402954,9.458312749862671,2.2819247245788574
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,143575,129276,600,25.036891222000122,10.686351537704468,9.20735502243042,2.687582492828369
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,173502,154818,700,38.14129853248596,17.157033681869507,11.21000337600708,3.7780239582061768
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,202790,177573,800,39.274970054626465,18.89444398880005,10.680166721343994,4.005780458450317
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,224721,198732,900,41.24790835380554,20.817698001861572,9.426511764526367,4.016805648803711
Berlin_1_256,data/scen-random/Berlin_1_256-random-18.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,261665,225684,1000,55.43350577354431,28.50667405128479,11.016992568969727,5.226144552230835
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,100,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,21898,21399,100,9.98830771446228,0.5517525672912598,8.534287452697754,0.4202117919921875
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,200,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,42902,41292,200,12.092673063278198,1.3973233699798584,9.252980709075928,0.8425397872924805
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,300,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,66132,61762,300,12.817634582519531,2.1050992012023926,8.829654693603516,1.218106985092163
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,400,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,90763,83567,400,16.95720648765564,5.460557222366333,8.936037302017212,1.7452936172485352
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,500,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,115361,105903,500,21.355010747909546,8.42409348487854,8.87434983253479,2.1711666584014893
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,600,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,140848,128126,600,25.370261669158936,10.901237964630127,9.359041690826416,2.6468474864959717
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,700,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,166728,150149,700,30.403406381607056,13.492846965789795,9.045320272445679,2.9992117881774902
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,800,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,197453,174147,800,41.322789430618286,20.02993869781494,11.088253259658813,4.191853046417236
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,900,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,230306,200381,900,53.80576515197754,27.090867280960083,12.23263144493103,5.264179944992065
Berlin_1_256,data/scen-random/Berlin_1_256-random-19.scen,1000,0,CS-PIBT,0,large_scale_flow_wave10_newdata_clean_20260416_224144_best.pt,True,3x,True,257848,223346,1000,56.78533053398132,29.233039379119873,11.31101679801941,5.279857873916626
