mapName,scenFile,agentNum,seed,shieldType,success,total_cost_true,total_cost_not_resting_at_goal,num_agents_at_goal,runtime
random-64-64-20,data/scen-random/random-64-64-20-random-21.scen,300,0,CS-PIBT,False,19322,16700,297,1.659
random-64-64-20,data/scen-random/random-64-64-20-random-2.scen,500,0,CS-PIBT,False,39705,33339,495,2.667
random-64-64-20,data/scen-random/random-64-64-20-random-14.scen,1000,0,CS-PIBT,False,119709,94021,983,5.464
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,100,0,CS-PIBT,True,4922,4645,100,0.149
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,200,0,CS-PIBT,False,12131,10810,198,1.089
random-64-64-20,data/scen-random/random-64-64-20-random-16.scen,900,0,CS-PIBT,False,99510,80563,878,4.945
random-64-64-20,data/scen-random/random-64-64-20-random-22.scen,300,0,CS-PIBT,False,21028,18638,293,1.620
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,200,0,CS-PIBT,True,11394,10282,200,0.313
random-64-64-20,data/scen-random/random-64-64-20-random-17.scen,800,0,CS-PIBT,False,76540,63068,788,4.545
random-64-64-20,data/scen-random/random-64-64-20-random-18.scen,700,0,CS-PIBT,False,62127,52366,686,3.910
Berlin_1_256,data/scen-random/Berlin_1_256-random-25.scen,800,0,CS-PIBT,False,177895,153134,798,14.402
random-64-64-20,data/scen-random/random-64-64-20-random-15.scen,1000,0,CS-PIBT,False,120430,96730,973,5.502
random-64-64-20,data/scen-random/random-64-64-20-random-18.scen,800,0,CS-PIBT,False,81118,67426,778,3.972
random-64-64-20,data/scen-random/random-64-64-20-random-21.scen,400,0,CS-PIBT,False,27223,22975,397,2.139
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,100,0,CS-PIBT,True,5054,4726,100,0.149
random-64-64-20,data/scen-random/random-64-64-20-random-22.scen,400,0,CS-PIBT,False,28713,25145,395,1.979
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,300,0,CS-PIBT,False,19502,17043,297,1.618
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,200,0,CS-PIBT,True,11029,9864,200,0.307
random-64-64-20,data/scen-random/random-64-64-20-random-17.scen,900,0,CS-PIBT,False,95748,77259,886,4.853
random-64-64-20,data/scen-random/random-64-64-20-random-19.scen,700,0,CS-PIBT,False,64163,53789,687,3.768
random-64-64-20,data/scen-random/random-64-64-20-random-2.scen,600,0,CS-PIBT,False,49894,42085,594,3.260
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,300,0,CS-PIBT,True,18468,16210,300,0.459
random-64-64-20,data/scen-random/random-64-64-20-random-16.scen,1000,0,CS-PIBT,False,125564,100373,969,5.510
random-64-64-20,data/scen-random/random-64-64-20-random-20.scen,600,0,CS-PIBT,False,47937,39609,598,2.919
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,100,0,CS-PIBT,True,5047,4558,100,0.269
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,400,0,CS-PIBT,False,29248,25206,395,1.997
random-64-64-20,data/scen-random/random-64-64-20-random-21.scen,500,0,CS-PIBT,False,38085,32392,490,2.711
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,500,0,CS-PIBT,True,36686,30800,500,0.797
random-64-64-20,data/scen-random/random-64-64-20-random-22.scen,500,0,CS-PIBT,False,38208,33831,491,2.686
random-64-64-20,data/scen-random/random-64-64-20-random-2.scen,700,0,CS-PIBT,False,61457,51347,692,3.737
random-64-64-20,data/scen-random/random-64-64-20-random-18.scen,900,0,CS-PIBT,False,98334,79964,873,4.887
random-64-64-20,data/scen-random/random-64-64-20-random-17.scen,1000,0,CS-PIBT,False,113361,90333,988,5.566
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,100,0,CS-PIBT,True,5109,4659,100,0.199
random-64-64-20,data/scen-random/random-64-64-20-random-19.scen,800,0,CS-PIBT,False,83369,66318,788,4.443
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,300,0,CS-PIBT,False,19045,16973,298,1.604
random-64-64-20,data/scen-random/random-64-64-20-random-21.scen,600,0,CS-PIBT,False,50618,42262,590,3.217
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,200,0,CS-PIBT,True,10916,9879,200,0.290
random-64-64-20,data/scen-random/random-64-64-20-random-24.scen,400,0,CS-PIBT,False,26136,22935,398,2.171
random-64-64-20,data/scen-random/random-64-64-20-random-20.scen,700,0,CS-PIBT,False,64124,52302,694,3.778
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,500,0,CS-PIBT,False,38350,32650,494,2.710
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,700,0,CS-PIBT,True,59532,49549,700,1.310
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,300,0,CS-PIBT,True,18199,15565,300,0.426
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,200,0,CS-PIBT,False,11906,10552,198,1.113
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,100,0,CS-PIBT,True,5522,5082,100,0.166
random-64-64-20,data/scen-random/random-64-64-20-random-2.scen,800,0,CS-PIBT,False,73722,61465,793,4.293
random-64-64-20,data/scen-random/random-64-64-20-random-19.scen,900,0,CS-PIBT,False,97295,78395,886,4.915
random-64-64-20,data/scen-random/random-64-64-20-random-22.scen,600,0,CS-PIBT,False,49801,42925,590,3.299
Berlin_1_256,data/scen-random/Berlin_1_256-random-25.scen,900,0,CS-PIBT,False,200168,172841,898,16.117
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,400,0,CS-PIBT,True,25537,22100,400,0.642
random-64-64-20,data/scen-random/random-64-64-20-random-24.scen,500,0,CS-PIBT,False,35579,30645,498,2.665
random-64-64-20,data/scen-random/random-64-64-20-random-21.scen,700,0,CS-PIBT,False,62589,50933,692,3.765
random-64-64-20,data/scen-random/random-64-64-20-random-18.scen,1000,0,CS-PIBT,False,122352,96487,969,5.620
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,400,0,CS-PIBT,False,28399,24516,396,2.201
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,600,0,CS-PIBT,False,52052,44038,587,3.212
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,300,0,CS-PIBT,False,19411,16720,298,1.601
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,100,0,CS-PIBT,True,5183,4778,100,0.154
random-64-64-20,data/scen-random/random-64-64-20-random-20.scen,800,0,CS-PIBT,False,79852,65917,789,4.410
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,400,0,CS-PIBT,False,27382,23839,396,2.137
random-64-64-20,data/scen-random/random-64-64-20-random-22.scen,700,0,CS-PIBT,False,61175,52469,686,3.787
random-64-64-20,data/scen-random/random-64-64-20-random-19.scen,1000,0,CS-PIBT,False,118109,95070,974,5.486
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,300,0,CS-PIBT,True,18607,16210,300,0.410
random-64-64-20,data/scen-random/random-64-64-20-random-2.scen,900,0,CS-PIBT,False,96930,78190,887,5.037
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,100,0,CS-PIBT,True,5013,4691,100,0.131
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,500,0,CS-PIBT,False,39061,32671,497,2.665
random-64-64-20,data/scen-random/random-64-64-20-random-21.scen,800,0,CS-PIBT,False,83669,66778,780,4.351
random-64-64-20,data/scen-random/random-64-64-20-random-24.scen,600,0,CS-PIBT,False,46330,39355,598,3.295
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,400,0,CS-PIBT,False,28490,24035,398,2.127
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,200,0,CS-PIBT,False,11555,10479,198,1.138
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,700,0,CS-PIBT,False,67443,55629,682,3.786
random-64-64-20,data/scen-random/random-64-64-20-random-21.scen,900,0,CS-PIBT,False,93504,74605,891,4.497
random-64-64-20,data/scen-random/random-64-64-20-random-20.scen,900,0,CS-PIBT,False,96084,76817,892,4.939
random-64-64-20,data/scen-random/random-64-64-20-random-2.scen,1000,0,CS-PIBT,False,112810,89091,984,5.410
random-64-64-20,data/scen-random/random-64-64-20-random-22.scen,800,0,CS-PIBT,False,79677,64649,791,4.331
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,100,0,CS-PIBT,True,5470,5037,100,0.174
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,200,0,CS-PIBT,False,11972,10822,198,1.096
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,600,0,CS-PIBT,False,50303,42293,592,3.222
random-64-64-20,data/scen-random/random-64-64-20-random-24.scen,700,0,CS-PIBT,False,62121,52539,684,3.765
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,300,0,CS-PIBT,False,19097,16626,298,1.615
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,600,0,CS-PIBT,False,51300,42839,593,3.021
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,500,0,CS-PIBT,False,37550,31890,496,2.743
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,800,0,CS-PIBT,False,91509,71703,772,4.334
random-64-64-20,data/scen-random/random-64-64-20-random-22.scen,900,0,CS-PIBT,False,98258,79841,880,4.962
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,200,0,CS-PIBT,False,12822,11391,196,1.229
Berlin_1_256,data/scen-random/Berlin_1_256-random-25.scen,1000,0,CS-PIBT,False,225051,191959,998,17.883
random-64-64-20,data/scen-random/random-64-64-20-random-20.scen,1000,0,CS-PIBT,False,122405,95891,982,5.740
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,700,0,CS-PIBT,False,65449,53781,687,3.824
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,400,0,CS-PIBT,False,26373,22914,398,2.135
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,600,0,CS-PIBT,False,49648,42170,590,3.219
random-64-64-20,data/scen-random/random-64-64-20-random-24.scen,800,0,CS-PIBT,False,74093,62139,790,4.361
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,100,0,CS-PIBT,True,17760,16795,100,0.488
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,200,0,CS-PIBT,False,12300,11030,198,1.098
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,500,0,CS-PIBT,False,35277,30568,496,2.681
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,900,0,CS-PIBT,False,103943,80539,880,4.903
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,300,0,CS-PIBT,False,18887,16389,298,1.661
random-64-64-20,data/scen-random/random-64-64-20-random-21.scen,1000,0,CS-PIBT,False,124139,94146,981,5.809
random-64-64-20,data/scen-random/random-64-64-20-random-22.scen,1000,0,CS-PIBT,False,116140,93319,984,5.482
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,400,0,CS-PIBT,False,28108,24212,396,2.147
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,700,0,CS-PIBT,False,62914,52853,691,3.491
random-64-64-20,data/scen-random/random-64-64-20-random-23.scen,1000,0,CS-PIBT,False,125473,97294,970,5.081
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,800,0,CS-PIBT,False,82528,66670,785,4.330
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,300,0,CS-PIBT,False,20153,18061,294,1.515
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,500,0,CS-PIBT,False,36269,31085,497,2.687
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,200,0,CS-PIBT,True,40667,36223,200,1.011
random-64-64-20,data/scen-random/random-64-64-20-random-24.scen,900,0,CS-PIBT,False,95592,77306,884,4.934
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,100,0,CS-PIBT,True,19340,17418,100,0.581
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,600,0,CS-PIBT,False,44964,38154,598,3.245
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,400,0,CS-PIBT,False,28440,24546,396,2.138
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,800,0,CS-PIBT,False,75635,62731,792,4.333
random-64-64-20,data/scen-random/random-64-64-20-random-24.scen,1000,0,CS-PIBT,False,115311,93361,977,5.114
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,500,0,CS-PIBT,False,35590,30388,498,2.750
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,100,0,CS-PIBT,True,19588,17270,100,0.532
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,900,0,CS-PIBT,False,101180,80689,882,4.913
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,600,0,CS-PIBT,False,52211,43493,592,3.283
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,400,0,CS-PIBT,False,26971,23254,398,2.157
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,900,0,CS-PIBT,False,96715,78384,883,4.579
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,700,0,CS-PIBT,False,56966,48710,695,3.800
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,500,0,CS-PIBT,False,38523,32783,494,2.700
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,800,0,CS-PIBT,False,79306,66240,786,4.457
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,600,0,CS-PIBT,False,49439,41534,594,3.299
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,200,0,CS-PIBT,True,42004,36651,200,1.011
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,900,0,CS-PIBT,False,101451,84180,872,4.629
random-64-64-20,data/scen-random/random-64-64-20-random-25.scen,1000,0,CS-PIBT,False,122905,98017,963,5.505
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,700,0,CS-PIBT,False,65807,53462,687,3.793
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,500,0,CS-PIBT,False,38156,31802,496,2.712
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,800,0,CS-PIBT,False,73706,61144,792,4.405
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,600,0,CS-PIBT,False,50537,42883,593,3.249
random-64-64-20,data/scen-random/random-64-64-20-random-3.scen,1000,0,CS-PIBT,False,112856,90336,989,5.450
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-13.scen,100,0,CS-PIBT,True,18516,16989,100,0.527
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,700,0,CS-PIBT,False,64345,54103,684,3.828
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,800,0,CS-PIBT,False,78589,64289,795,4.360
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,600,0,CS-PIBT,False,49317,41498,593,3.250
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,700,0,CS-PIBT,False,64752,53299,689,3.791
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-12.scen,100,0,CS-PIBT,False,19974,18513,98,1.624
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,900,0,CS-PIBT,False,92101,74398,883,4.952
random-64-64-20,data/scen-random/random-64-64-20-random-4.scen,1000,0,CS-PIBT,False,120960,96598,976,5.516
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-13.scen,200,0,CS-PIBT,True,42939,37186,200,1.111
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,800,0,CS-PIBT,False,83017,66782,787,4.442
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-14.scen,100,0,CS-PIBT,True,18874,17672,100,0.517
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,900,0,CS-PIBT,False,101820,81915,881,4.949
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,700,0,CS-PIBT,False,62848,51764,690,3.801
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,200,0,CS-PIBT,False,44460,39435,196,2.959
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,800,0,CS-PIBT,False,81440,65755,785,4.365
random-64-64-20,data/scen-random/random-64-64-20-random-5.scen,1000,0,CS-PIBT,False,112294,89186,984,5.540
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,900,0,CS-PIBT,False,93220,76563,888,4.907
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-14.scen,200,0,CS-PIBT,True,41501,36137,200,1.044
random-64-64-20,data/scen-random/random-64-64-20-random-6.scen,1000,0,CS-PIBT,False,120100,96165,986,5.514
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,800,0,CS-PIBT,False,84035,67064,785,4.363
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,900,0,CS-PIBT,False,97493,78659,888,4.940
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-12.scen,200,0,CS-PIBT,False,42925,39182,197,2.848
random-64-64-20,data/scen-random/random-64-64-20-random-7.scen,1000,0,CS-PIBT,False,122898,97032,977,5.528
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,900,0,CS-PIBT,False,99129,80657,878,4.915
random-64-64-20,data/scen-random/random-64-64-20-random-8.scen,1000,0,CS-PIBT,False,116341,93840,979,5.521
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,300,0,CS-PIBT,False,69553,58955,298,4.805
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-15.scen,100,0,CS-PIBT,False,24642,22988,95,1.792
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,300,0,CS-PIBT,False,74832,64366,293,4.683
random-64-64-20,data/scen-random/random-64-64-20-random-9.scen,1000,0,CS-PIBT,False,121013,95599,982,5.576
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,300,0,CS-PIBT,False,69704,59048,298,4.760
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-16.scen,100,0,CS-PIBT,False,21895,20141,97,1.566
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-12.scen,300,0,CS-PIBT,False,77250,67820,289,4.658
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-13.scen,300,0,CS-PIBT,False,75268,63683,294,4.479
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-17.scen,100,0,CS-PIBT,True,19054,17617,100,0.576
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,400,0,CS-PIBT,False,104567,87408,389,6.583
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,400,0,CS-PIBT,False,104037,87864,391,6.182
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-15.scen,200,0,CS-PIBT,False,48007,42542,194,3.366
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,400,0,CS-PIBT,False,102364,87015,392,5.873
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-16.scen,200,0,CS-PIBT,False,48986,43615,192,2.998
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-14.scen,300,0,CS-PIBT,False,65438,56803,298,4.637
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-17.scen,200,0,CS-PIBT,True,40554,36998,200,1.165
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-12.scen,400,0,CS-PIBT,False,105069,90814,386,6.023
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-13.scen,400,0,CS-PIBT,False,106717,89621,390,5.881
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-18.scen,100,0,CS-PIBT,True,18137,16552,100,0.535
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,500,0,CS-PIBT,False,141118,118545,486,7.824
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-15.scen,300,0,CS-PIBT,False,79133,68585,289,4.952
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-18.scen,200,0,CS-PIBT,True,40577,35098,200,1.064
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,500,0,CS-PIBT,False,129801,109367,492,7.955
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-14.scen,400,0,CS-PIBT,False,98769,84304,392,6.132
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,500,0,CS-PIBT,False,134562,114735,485,8.846
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-16.scen,300,0,CS-PIBT,False,78455,68507,290,4.831
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-15.scen,400,0,CS-PIBT,False,101619,85412,391,5.977
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-12.scen,500,0,CS-PIBT,False,139500,118820,483,8.141
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-18.scen,300,0,CS-PIBT,True,66639,54957,300,1.591
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,600,0,CS-PIBT,False,170964,140201,584,8.730
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-19.scen,100,0,CS-PIBT,True,19166,17583,100,0.604
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,600,0,CS-PIBT,False,172512,143575,580,9.345
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-13.scen,500,0,CS-PIBT,False,143873,121370,484,7.979
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-19.scen,200,0,CS-PIBT,True,42841,37122,200,1.007
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,600,0,CS-PIBT,False,179182,148869,577,10.629
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-16.scen,400,0,CS-PIBT,False,113631,98851,375,6.382
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-14.scen,500,0,CS-PIBT,False,126392,107021,492,8.177
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-17.scen,300,0,CS-PIBT,False,67866,58593,299,4.601
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-12.scen,600,0,CS-PIBT,False,171941,143741,581,9.778
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,700,0,CS-PIBT,False,219780,182569,668,10.933
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-13.scen,600,0,CS-PIBT,False,177194,148909,582,9.576
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-2.scen,100,0,CS-PIBT,True,18014,16595,100,0.553
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-15.scen,500,0,CS-PIBT,False,139945,117180,481,8.221
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,700,0,CS-PIBT,False,203605,167375,684,11.113
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-2.scen,200,0,CS-PIBT,True,42235,36446,200,1.077
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,700,0,CS-PIBT,False,227385,186087,672,12.432
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-2.scen,300,0,CS-PIBT,True,65951,56356,300,1.527
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-14.scen,600,0,CS-PIBT,False,169944,144421,577,9.829
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-12.scen,700,0,CS-PIBT,False,211804,179191,668,11.469
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-16.scen,500,0,CS-PIBT,False,152622,132053,472,8.416
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-20.scen,100,0,CS-PIBT,True,18088,16893,100,0.515
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-17.scen,400,0,CS-PIBT,False,95728,82182,396,6.750
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-15.scen,600,0,CS-PIBT,False,176171,145724,575,9.891
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-13.scen,700,0,CS-PIBT,False,210024,176878,680,11.309
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-12.scen,800,0,CS-PIBT,False,268446,225345,752,12.058
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,800,0,CS-PIBT,False,249611,204686,772,12.702
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,800,0,CS-PIBT,False,286989,242342,745,13.385
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-21.scen,100,0,CS-PIBT,True,16784,15561,100,0.489
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-14.scen,700,0,CS-PIBT,False,208583,176991,667,11.472
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,800,0,CS-PIBT,False,280175,235706,752,14.253
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-19.scen,300,0,CS-PIBT,False,69164,60281,296,5.132
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-16.scen,600,0,CS-PIBT,False,187229,155981,567,10.059
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-18.scen,400,0,CS-PIBT,False,96170,79540,396,6.921
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-15.scen,700,0,CS-PIBT,False,220431,185234,661,11.535
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-17.scen,500,0,CS-PIBT,False,131666,112179,489,8.557
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-21.scen,200,0,CS-PIBT,True,39626,33625,200,0.974
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-13.scen,800,0,CS-PIBT,False,265560,222501,756,12.924
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-10.scen,900,0,CS-PIBT,False,313721,259388,847,14.754
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-11.scen,900,0,CS-PIBT,False,307093,254267,848,14.481
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-20.scen,200,0,CS-PIBT,False,40497,35980,198,2.819
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-22.scen,100,0,CS-PIBT,True,17338,16244,100,0.542
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-19.scen,400,0,CS-PIBT,False,98167,81500,396,6.239
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-14.scen,800,0,CS-PIBT,False,253316,215973,764,13.060
warehouse-20-40-10-2-1,data/scen-random/warehouse-20-40-10-2-1-random-1.scen,900,0,CS-PIBT,False,327738,273140,842,15.982
