mapName,scenFile,agentNum,seed,shieldType,lacamLookahead,modelPath,useGPU,maxSteps,success,total_cost_true,total_cost_not_resting_at_goal,num_agents_at_goal,runtime,create_nn_data,forward_pass,cs-time
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,200,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,44881,42118,200,13.3287992477417,1.2391140460968018,0.0,1.0146870613098145
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,300,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,70595,64482,300,15.56269645690918,2.3368842601776123,0.0,1.5330209732055664
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,400,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,99877,89518,400,19.65582585334778,6.009395599365234,0.0,2.0918681621551514
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,500,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,128128,113258,500,25.7818820476532,9.296456336975098,0.0,2.730311632156372
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,600,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,153972,136645,600,29.18364429473877,11.39894986152649,0.0,3.268554449081421
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,700,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,186690,160878,700,36.45325803756714,14.813947916030884,0.0,3.772542715072632
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,800,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,213262,184801,800,41.23930382728577,18.283367395401,0.0,4.4408934116363525
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,900,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,247028,210760,900,45.83023142814636,21.257127046585083,0.0,4.834392070770264
Paris_1_256,data/scen-random/Paris_1_256-random-18.scen,1000,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,274618,232012,1000,52.899877309799194,25.391651153564453,0.0,5.212038278579712
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,100,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,22411,21836,100,11.003215074539185,0.557795524597168,0.0,0.48196959495544434
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,200,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,47217,45027,200,13.215781450271606,1.2403099536895752,0.0,0.9922089576721191
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,300,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,73374,66994,300,14.89247727394104,2.240521192550659,0.0,1.5025761127471924
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,400,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,100002,90905,400,19.982216596603394,6.104084730148315,0.0,2.1356289386749268
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,500,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,128876,113600,500,25.0322585105896,9.135620594024658,0.0,2.6318836212158203
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,600,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,158995,139041,600,33.10845422744751,12.97550916671753,0.0,3.6768550872802734
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,700,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,187329,163647,700,41.34739303588867,16.977718591690063,0.0,4.276077032089233
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,800,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,219874,188179,800,44.43523955345154,19.684669256210327,0.0,4.737247467041016
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,900,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,249989,212807,900,51.86143159866333,24.158852577209473,0.0,5.423222780227661
Paris_1_256,data/scen-random/Paris_1_256-random-19.scen,1000,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,276863,235941,1000,59.70995116233826,28.716381549835205,0.0,5.984502077102661
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,100,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,23683,22980,100,10.351928472518921,0.5251114368438721,0.0,0.455730676651001
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,200,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,48466,45851,200,12.594657182693481,1.1674363613128662,0.0,0.9546914100646973
Paris_1_256,data/scen-random/Paris_1_256-random-2.scen,300,0,CS-PIBT,0,large_scale_flow_wave9_compact_best.pt,True,3x,True,72787,67501,300,14.273491621017456,2.1270530223846436,0.0,1.4155211448669434
