map,scenario,agents,policy,shield_type,success,agents_at_goal,agent_fraction_at_goal,path_length,path_length_ratio,smoothness,collisions,near_collisions,obstacle_hits,mean_arrival_step,runtime
empty-48-48,empty-48-48-random-1,32,orca,orca,1.0,32.0,1.0,719.161376953125,0.9948626197219845,0.006330322008579969,0.0,55.0,0.0,112.4375,0.9564254283905029
empty-48-48,empty-48-48-random-1,64,orca,orca,0.0,62.0,0.96875,1659.788330078125,0.9954831652839073,0.0071595474146306515,2.0,239.0,0.0,129.609375,3.878847360610962
empty-48-48,empty-48-48-random-1,96,orca,orca,0.0,94.0,0.9791666666666666,2441.730224609375,0.9976785106316971,0.008586074225604534,24.0,593.0,0.0,127.30208333333333,7.959872722625732
empty-48-48,empty-48-48-random-1,128,orca,orca,0.0,126.0,0.984375,3186.55224609375,1.006452433754561,0.013549108058214188,77.0,1007.0,0.0,124.78125,13.716213464736938
