map,scenario,agents,policy,shield_type,success,agents_at_goal,agent_fraction_at_goal,path_length,path_length_ratio,smoothness,collisions,near_collisions,obstacle_hits,mean_arrival_step,runtime
empty-48-48,empty-48-48-random-1,96,discrete,orca,0.0,69.0,0.71875,3033.642578125,1.2395308779932244,0.1865192949771881,42.0,777.0,1629.0,175.19791666666666,33.58420276641846
empty-48-48,empty-48-48-random-1,128,discrete,orca,0.0,94.0,0.734375,3990.62353515625,1.2604132802403374,0.1861850768327713,65.0,1449.0,1902.0,170.90625,58.774441957473755
